80806, BUTTER NAAN, KADAI PANEER, CHE SANDWICH, CHE SANDWICH,
86497, PEPSI MIX, COKE MIX,
96832, FRUIT SHAKE, CHE SANDWICH,
110830, BUTTER NAAN, KADAI PANEER,
110898, FRUIT SHAKE, ICECREAMSHAKE,
115977, FRUIT SHAKE, YAMAMA,
116008, BUTTER NAAN, CHILLI PANEER, PULPY ORANGE,
105186, CHI.PAKODA, ICECREAMSHAKE,
77190, ICECREAMSHAKE, CHE SANDWICH,
87758, LAYS / BINGO, LITTLE HEARTS,
98805, FRUIT SHAKE, ALOO PARATHA,
103580, LAYS / BINGO, FRUIT SHAKE,
105714, CHE SANDWICH, PANEER FRANKY,
105761, LAYS / BINGO, CHOCO PIE,
112141, PULPY ORANGE, COKE CAN, CHOCO PIE, PANEER FRANKY,
112799, CHILLI PANEER, ICECREAMSHAKE,
112824, CHILLI PANEER, CHE BURGER,
114048, FRUIT SHAKE, CHE SANDWICH,
114111, FRUIT SHAKE, CHE SANDWICH,
86622, PEPSI MIX, CHE SANDWICH,
76717, LAYS / BINGO, ICE,
81528, BUTTER NAAN, KADAI PANEER,
92249, MY CAN, CHE BURGER,
92264, ALOO PARATHA, CHE BURGER,
98752, BUTTER NAAN, KADAI PANEER,
82019, MY CAN, SLICE,
90767, LAYS / BINGO, MY CAN,
95277, LAYS / BINGO, GOODAY@10,
95515, VEG PATTY, FRUIT SHAKE,
97384, VEG PATTY, FRUIT SHAKE,
113101, PLAIN MAGGI, FRIED MAGGI, PULPY ORANGE, ICECREAMSHAKE, ALOO PARATHA,
113103, PULPY ORANGE, ALOO PARATHA,
113548, LAYS / BINGO, ALOO PARATHA,
78892, GOODAY@20, LITTLE HEARTS,
95755, BUTTER NAAN, BUTTER CHICKEN,
81625, BUTTER NAAN, BUTTER CHICKEN,
83425, BUTTER NAAN, BUTTER CHICKEN, CHILLI CHICKEN,
88176, BUTTER NAAN, BUTTER CHICKEN, PEPSI MIX, CHE SANDWICH,
95813, BUTTER NAAN, BUTTER CHICKEN, CHILLI CHICKEN,
98159, FRIED MAGGI, COKE CAN,
104108, LAYS / BINGO, CHE BURGER,
106351, VEG PATTY, FRUIT SHAKE,
106387, BRT. CAKE, FRUIT SHAKE,
107143, ICECREAMSHAKE, CHE SANDWICH, PANEER FRANKY,
108426, VEG PATTY, BUTTER NAAN, BUTTER CHICKEN,
112726, VEG PATTY, ICECREAMSHAKE, ALOO PARATHA,
113804, BUTTER NAAN, BUTTER CHICKEN,
92195, PEPSI MIX, REAL JUICE,
75909, VEG RICE, FRUIT SHAKE,
77125, PLAIN DOSA, FRUIT SHAKE,
81244, FRUIT SHAKE, ALOO PARATHA,
82746, PLAIN MAGGI, FRUIT SHAKE,
82832, FRUIT SHAKE, CHE SANDWICH,
84187, PLAIN MAGGI, FRUIT SHAKE,
84267, FRUIT SHAKE, CHE SANDWICH,
85304, PLAIN MAGGI, FRUIT SHAKE,
85361, FRUIT SHAKE, CHE BURGER,
85402, GOODAY@20, PEPSI MIX,
86338, PLAIN DOSA, FRUIT SHAKE,
89296, PLAIN MAGGI, FRUIT SHAKE,
91522, PLAIN MAGGI, FRUIT SHAKE,
91660, GOODAY@20, PEPSI MIX,
93432, FRUIT SHAKE, PEPSI MIX,
93841, FRUIT SHAKE, ALOO PARATHA, KAJU SHAKE,
97139, PLAIN MAGGI, FRUIT SHAKE,
97495, PLAIN MAGGI, FRUIT SHAKE,
104902, VEG PATTY, FRUIT SHAKE,
107875, PLAIN MAGGI, FRUIT SHAKE,
84851, LAYS / BINGO, FRUIT SHAKE,
84897, MASALA DOSA, VEG RICE,
89896, FRUIT SHAKE, YAMAMA,
76929, FRUIT SHAKE, COKE MIX,
80843, LAYS / BINGO, FRUIT SHAKE,
80974, LAYS / BINGO, COKE CAN, CHE SANDWICH,
82588, VEG PASTA, CHI PASTA, PULPY ORANGE, COKE MIX,
84468, PLAIN MAGGI, WAFFY,
89396, CHE SANDWICH, COKE MIX,
94967, FRUIT SHAKE, ALOO PARATHA, ALOO PARATHA,
94971, CHI PASTA, COKE MIX, CAPRI SUN,
95127, LAYS / BINGO, PEPSI MIX,
100788, FRUIT SHAKE, ALOO PARATHA,
103046, FRUIT SHAKE, CHE SANDWICH,
92568, FRUIT SHAKE, CHE BURGER,
100423, CHE SANDWICH, COKE MIX, SAMBHAR VADA,
100481, ICECREAMSHAKE, SAMBHAR VADA,
79366, FRUIT SHAKE, ALOO PARATHA,
82867, PLAIN MAGGI, FRUIT SHAKE,
85833, FRIED MAGGI, FRUIT SHAKE,
89436, FRUIT SHAKE, ALOO PARATHA,
91694, VEG PATTY, FRUIT SHAKE,
95888, REAL JUICE, PANEER FRANKY,
99840, VEG PATTY, PASTRY,
100957, FRUIT SHAKE, FRIED IDLY,
102572, FRUIT SHAKE, FRIED IDLY,
111408, FRUIT SHAKE, PANEER FRANKY,
95495, VEG PATTY, FRUIT SHAKE,
75904, KAJU SHAKE, CHE SANDWICH,
86596, ALOO PARATHA, MAKHANIA LASSI,
99199, ALOO PARATHA, BUTTER,
99229, ALOO PARATHA, BUTTER,
99903, VEG PATTY, PULPY ORANGE,
101173, MATKA KULFI, CHE SANDWICH,
103145, KAJU SHAKE, CHE SANDWICH,
110932, SILK, KAJU SHAKE, CHE SANDWICH,
99915, VEG PATTY, KADAI PANEER, FRUIT SHAKE, ALOO PARATHA,
99917, BUTTER NAAN, KADAI PANEER,
99927, KADAI PANEER, ALOO PARATHA,
99929, CHI.RICE, ALOO PARATHA,
99930, PASTRY, LAYS / BINGO, ALOO PARATHA,
99932, CHI.PAKODA, BUTTER NAAN, KADAI PANEER, CHILLI CHICKEN, PULPY ORANGE,
99937, PASTRY, VEG RICE, FRUIT SHAKE, ALOO PARATHA,
99940, PASTRY, VEG RICE,
99945, CHI.PAKODA, SILK, COKE MIX,
99984, EGG RICE, ALOO PARATHA, ALOO PARATHA, MAKHANIA LASSI,
100171, EGG RICE, REAL JUICE, MATKA KULFI,
100262, SILK, YAMAMA, REAL JUICE,
100290, CHE SANDWICH, COKE MIX,
100343, BUTTER NAAN, BUTTER CHICKEN, LAYS / BINGO,
102324, FRUIT SHAKE, IDLY SAMBHAR,
85415, MASALA DOSA, SLICE,
90780, FRUIT SHAKE, CHE SANDWICH,
94691, REAL JUICE, CHE SANDWICH,
78086, VEG PATTY, ALOO PARATHA,
91059, ALOO PARATHA, MY CAN,
93062, KADAI PANEER, PLAIN NAAN,
97863, FRUIT SHAKE, CHE BURGER,
99812, ALOO PARATHA, ICE,
101684, VEG PATTY, PASTRY,
101792, BUTTER NAAN, KADAI PANEER,
106341, VEG PATTY, FRUIT SHAKE,
107260, COKE MIX, PANEER FRANKY,
77639, ALOO PARATHA, BUTTER,
80865, ALOO PARATHA, BUTTER,
82603, ALOO PARATHA, BUTTER,
82681, ICECREAMSHAKE, ALOO PARATHA, BUTTER,
83884, ALOO PARATHA, BUTTER,
87650, ALOO PARATHA, BUTTER,
87713, ALOO PARATHA, BUTTER,
89358, ALOO PARATHA, BUTTER,
89444, ICECREAMSHAKE, CHE SANDWICH,
98502, LAYS / BINGO, FRUIT SHAKE,
114526, LAYS / BINGO, BRT. CAKE,
75735, VEG PASTA, LAYS / BINGO, FALUDA KULFI, MY CAN,
75779, FRUIT SHAKE, ICE,
83132, VEG PATTY, LAYS / BINGO,
95535, LAYS / BINGO, JAM TREAT,
96580, PEPSI MIX, MY CAN, CHE SANDWICH,
114585, CHE SANDWICH, COKE MIX,
88726, CHI PASTA, ICECREAMSHAKE,
88733, FRUIT SHAKE, CHE SANDWICH,
92854, BUTTER CHICKEN, PLAIN NAAN,
78192, LITTLE HEARTS, FRUIT SHAKE,
80144, BUTTER NAAN, BUTTER CHICKEN,
80241, BOURBON, PULPY ORANGE,
82186, FRUIT SHAKE, ALOO PARATHA, BRT CAKES,
83938, FRUIT SHAKE, ALOO PARATHA, CHE SANDWICH,
88198, FRUIT SHAKE, ALOO PARATHA, BUTTER,
90508, BUTTER NAAN, BUTTER CHICKEN, ALOO PARATHA, CHE SANDWICH,
90619, CHI.PAKODA, PULPY ORANGE,
102631, ALOO PARATHA, BUTTER,
104090, CHE BURGER, COKE MIX,
104583, FRUIT SHAKE, VENDING TOKEN,
105553, FRUIT SHAKE, ALOO PARATHA,
114141, FRUIT SHAKE, FRUIT SHAKE, ALOO PARATHA,
114221, LAYS / BINGO, PULPY ORANGE,
79048, FRIED MAGGI, PEPSI MIX,
83484, ALOO PARATHA, PEPSI MIX,
99517, LAYS / BINGO, COKE MIX, CAPRI SUN,
103541, BUTTER, COKE MIX,
115714, CHI.PAKODA, BUTTER NAAN,
115828, CHE SANDWICH, COKE MIX,
77249, PULPY ORANGE, FRUIT SHAKE,
78502, LAYS / BINGO, GOODAY@20,
80356, PULPY ORANGE, PANEER FRANKY,
81783, LAYS / BINGO, SLICE,
89513, PLAIN MAGGI, PULPY ORANGE,
90818, ALOO PARATHA, CHE SANDWICH,
95452, VEG PATTY, ALOO PARATHA,
79962, BUTTER NAAN, BUTTER CHICKEN,
85071, ALOO PARATHA, PEPSI MIX,
86550, BUTTER NAAN, BUTTER CHICKEN, PEPSI MIX,
88455, PEPSI MIX, CHI LOLLIPOP,
88561, MATKA KULFI, CHE SANDWICH, COKE MIX,
100166, BUTTER NAAN, CHILLI PANEER, CHI LOLLIPOP,
103675, BUTTER NAAN, CHI LOLLIPOP,
103791, YAMAMA, COKE MIX,
104027, SILK, FIVE STAR@20,
105796, FRUIT SHAKE, CHE SANDWICH,
107159, FRUIT SHAKE, CHE SANDWICH,
81945, GOODAY@20, OREO@30, SILK,
110665, BUTTER NAAN, BUTTER CHICKEN,
114956, OREO@30, FRUIT SHAKE,
78448, PULPY ORANGE, PANEER FRANKY,
83504, BUTTER NAAN, BUTTER CHICKEN, PULPY ORANGE, ICECREAMSHAKE,
86415, BUTTER NAAN, PULPY ORANGE,
88063, BUTTER NAAN, BUTTER CHICKEN, CHI LOLLIPOP,
94245, ICECREAMSHAKE, ALOO PARATHA, SLICE,
107771, LAYS / BINGO, JAM TREAT,
76117, LAYS / BINGO, JAM TREAT, LITTLE HEARTS,
89074, BUTTER NAAN, KADAI PANEER,
89204, BUTTER NAAN, BUTTER NAAN,
91135, PLAIN MAGGI, CHE SANDWICH,
94338, PLAIN MAGGI, FRUIT SHAKE,
105912, LAYS / BINGO, MATKA KULFI,
79804, BUTTER NAAN, BUTTER CHICKEN, PULPY ORANGE, COKE MIX,
88067, PULPY ORANGE, CHE SANDWICH,
94456, PEPSI MIX, CHE SANDWICH, WAFFY,
98961, LAYS / BINGO, WAFFY,
100669, LAYS / BINGO, FIVE STAR@20, WAFFY,
89089, FRUIT SHAKE, CHE SANDWICH,
90083, FRUIT SHAKE, ALOO PARATHA, CURD,
91776, CHILLI CHICKEN, PLAIN NAAN,
108303, VEG PASTA, FRUIT SHAKE, WAFFY,
106380, FRUIT SHAKE, ALOO PARATHA,
108793, BUTTER NAAN, BUTTER CHICKEN,
86548, CHI LOLLIPOP, CHE SANDWICH,
92261, LAYS / BINGO, JAM TREAT,
102117, LAYS / BINGO, BRT CAKES,
103877, FRUIT SHAKE, CHE BURGER,
104029, LAYS / BINGO, GOODAY@10,
106401, VEG PATTY, FRUIT SHAKE,
110769, JAM TREAT, FRUIT SHAKE,
99414, VEG PATTY, FRUIT SHAKE, CHE SANDWICH,
101332, ALOO PARATHA, CHE SANDWICH,
106382, VEG PATTY, ALOO PARATHA,
106400, VEG PATTY, FRUIT SHAKE,
107056, FRUIT SHAKE, CHE SANDWICH,
107637, FRIED MAGGI, ALOO PARATHA,
114940, FRUIT SHAKE, ALOO PARATHA,
76022, FRUIT SHAKE, CHE SANDWICH,
76083, LAYS / BINGO, MY CAN,
78402, PULPY ORANGE, PANEER FRANKY,
82384, GOODAY@20, PEPSI MIX,
89201, GOODAY@20, WAFFY,
90400, BUTTER NAAN, KADAI PANEER, CHE SANDWICH,
90401, PULPY ORANGE, COKE MIX,
92277, BUTTER CHICKEN, PLAIN NAAN,
92391, LAYS / BINGO, PEPSI MIX,
99045, BUTTER NAAN, KADAI PANEER, FRUIT SHAKE, ICECREAMSHAKE,
99103, BUTTER NAAN, FRUIT SHAKE, ALOO PARATHA, CHE SANDWICH,
102577, FRUIT SHAKE, ALOO PARATHA,
102649, LAYS / BINGO, COKE MIX,
105961, LAYS / BINGO, LITTLE HEARTS,
107481, LAYS / BINGO, PANEER FRANKY,
108212, LAYS / BINGO, FRUIT SHAKE,
108345, FRUIT SHAKE, MAKHANIA LASSI,
114686, BUTTER NAAN, KADAI PANEER, COKE MIX,
114742, BUTTER NAAN, KADAI PANEER,
114746, BUTTER NAAN, BUTTER CHICKEN, COKE MIX,
114777, VEG RICE, EGG RICE,
114837, LAYS / BINGO, FRUIT SHAKE,
79387, VEG PATTY, PEPSI MIX,
106826, ALOO PARATHA, CHE SANDWICH,
76631, ALOO PARATHA, BUTTER,
83053, VEG PATTY, ALOO PARATHA,
83551, GOODAY@20, MY CAN, CHE SANDWICH,
101773, PASTRY, ALOO PARATHA,
103077, COKE CAN, CHE SANDWICH,
76973, SLICE, CHE SANDWICH,
78443, FRUIT SHAKE, CHE SANDWICH,
79968, FRUIT SHAKE, WAFFY,
83039, VEG PATTY, FRUIT SHAKE,
83579, D.MILK, FRUIT SHAKE, CHE SANDWICH,
84760, OREO@30, FRUIT SHAKE,
89817, VEG PATTY, LAYS / BINGO, FRUIT SHAKE,
90505, CHILLI CHICKEN, FRUIT SHAKE,
91392, FRUIT SHAKE, MATKA KULFI,
94531, CHILLI CHICKEN, FRUIT SHAKE,
96647, FRUIT SHAKE, PANEER FRANKY,
103239, D.MILK, FRUIT SHAKE, CHE SANDWICH, SAMBHAR VADA,
104876, LAYS / BINGO, ALOO PARATHA,
106293, FRUIT SHAKE, CHE SANDWICH,
111390, FRUIT SHAKE, PANEER FRANKY,
116249, LAYS / BINGO, FRUIT SHAKE, CHE SANDWICH,
77684, CHILLI CHICKEN, CHE SANDWICH,
77760, FRUIT SHAKE, CHE SANDWICH,
79614, ALOO PARATHA, PEPSI MIX,
79720, FRUIT SHAKE, PANEER FRANKY,
79740, CHOCO PIE, WAFFY,
83480, FRUIT SHAKE, CHE SANDWICH,
85066, PLAIN DOSA, FRUIT SHAKE,
90804, CHILLI CHICKEN, COKE CAN, SLICE,
92630, CHILLI CHICKEN, CHILLI CHICKEN, PEPSI MIX,
93992, FRUIT SHAKE, CHE SANDWICH,
96644, FRUIT SHAKE, CHE SANDWICH,
98230, PEPSI MIX, CHE SANDWICH, CHE SANDWICH,
102239, CHE SANDWICH, COKE MIX,
111737, FRUIT SHAKE, CHE SANDWICH,
79618, BUTTER CHICKEN, ALOO PARATHA,
79741, CHOCO PIE, YAMAMA,
92636, BOURBON, CHOCO PIE,
93678, ALOO PARATHA, SLICE,
93995, FRIED MAGGI, LAYS / BINGO,
104906, LAYS / BINGO, FRUIT SHAKE, DARK FANTASY,
111544, VEG PATTY, FRUIT SHAKE,
111576, FRUIT SHAKE, CHOCO PIE,
74760, CHI.TANDURY 1/2, BUTTER NAAN, BUTTER CHICKEN, COKE MIX,
77605, ICECREAMSHAKE, CHE SANDWICH,
83463, BUTTER NAAN, KADAI PANEER,
96444, ALOO PARATHA, PANEER FRANKY,
98828, ICECREAMSHAKE, CHE SANDWICH,
109894, BUTTER NAAN, KADAI PANEER,
115039, VEG PATTY, FRUIT SHAKE,
86300, MASALA DOSA, ICECREAMSHAKE, CHE SANDWICH,
86436, DAIRY MILK, CHE SANDWICH,
88405, ALOO PARATHA, CHE SANDWICH,
79955, EGG RICE, FRUIT SHAKE,
88486, FRUIT SHAKE, CHE SANDWICH,
100933, IDLY SAMBHAR, SAMBHAR VADA,
110593, D.MILK, SILK, SILK, FIVE STAR@20,
86297, CHILLI CHICKEN, FRUIT SHAKE, ALOO PARATHA, PEPSI MIX,
99905, CHILLI CHICKEN, FRUIT SHAKE, ALOO PARATHA, FRIED IDLY,
100046, LAYS / BINGO, FRUIT SHAKE, MAKHANIA LASSI,
87157, BUTTER NAAN, BUTTER CHICKEN,
92554, LAYS / BINGO, CHE BURGER,
103962, BUTTER NAAN, BUTTER CHICKEN,
86258, BUTTER CHICKEN, KAJU SHAKE,
94169, COKE CAN, ICECREAMSHAKE,
104958, CHILLI CHICKEN, COKE MIX,
114086, FRUIT SHAKE, CHE SANDWICH,
115312, SILK, COKE MIX,
85246, BUTTER NAAN, KADAI PANEER,
85335, ICECREAMSHAKE, CHE BURGER,
90414, ICECREAMSHAKE, CHE SANDWICH,
90432, ICECREAMSHAKE, ALOO PARATHA,
96086, EGG RICE, ALOO PARATHA, CURD,
96142, BUTTER NAAN, BUTTER CHICKEN,
96162, ICECREAMSHAKE, ALOO PARATHA, CURD,
103626, FRUIT SHAKE, TANGRIKABAB HALF, PANEER FRANKY,
105063, BUTTER NAAN, KADAI PANEER,
110627, EGG RICE, BUTTER NAAN, ICECREAMSHAKE,
111734, BUTTER NAAN, KADAI PANEER,
89954, LAYS / BINGO, DAIRY MILK, FIVE STAR@20,
75460, MY CAN, CHE SANDWICH,
77202, MY CAN, CHE SANDWICH,
82101, MY CAN, CHE SANDWICH,
88518, LITTLE HEARTS, MY CAN, CHE SANDWICH,
90413, CHE SANDWICH, COKE MIX,
83297, CHE SANDWICH, COKE MIX,
92139, PEPSI MIX, COKE MIX,
105789, CHE SANDWICH, COKE MIX,
109947, BUTTER NAAN, KADAI PANEER,
88203, PEPSI MIX, CHE SANDWICH, COKE MIX,
78551, LAYS / BINGO, D.MILK, FRUIT SHAKE, CHE SANDWICH,
78697, PULPY ORANGE, CHE SANDWICH,
93211, ALOO PARATHA, PEPSI MIX,
115466, ALOO PARATHA, CURD,
79684, BUTTER NAAN, KADAI PANEER, COKE MIX,
83273, FRUIT SHAKE, YAMAMA,
83281, DAIRY MILK, ICECREAMSHAKE,
90141, BUTTER NAAN, KADAI PANEER, FRUIT SHAKE, CHE SANDWICH,
90210, BUTTER NAAN, KADAI PANEER,
95873, CHI.PAKODA, FRUIT SHAKE,
95907, BUTTER NAAN, BUTTER CHICKEN,
100191, FRUIT SHAKE, BRT CAKES,
105048, BUTTER NAAN, KADAI PANEER,
105119, PULPY ORANGE, CHE SANDWICH, BRT CAKES,
107674, BUTTER NAAN, KADAI PANEER, FRUIT SHAKE, ALOO PARATHA,
107683, KADAI PANEER, ALOO PARATHA,
112648, BUTTER NAAN, KADAI PANEER, BRT. CAKE, FRUIT SHAKE,
115071, BUTTER NAAN, KADAI PANEER, BRT. CAKE, ALOO PARATHA, ALOO PARATHA,
74672, VEG PATTY, FRUIT SHAKE,
76475, VEG PATTY, FRUIT SHAKE,
78149, VEG PATTY, LAYS / BINGO, FRUIT SHAKE,
81279, VEG PATTY, FRUIT SHAKE,
83044, VEG PATTY, FRUIT SHAKE,
84727, VEG PATTY, FRUIT SHAKE,
87767, VEG PATTY, FRUIT SHAKE,
89884, VEG PATTY, FRUIT SHAKE,
95462, VEG PATTY, FRUIT SHAKE,
111536, VEG PATTY, FRUIT SHAKE,
74671, VEG PATTY, FRUIT SHAKE,
84726, VEG PATTY, OREO@30, FRUIT SHAKE,
87768, VEG PATTY, FRUIT SHAKE,
89934, OREO@15, FRUIT SHAKE,
95459, VEG PATTY, FRUIT SHAKE,
113970, BUTTER NAAN, COKE MIX,
113724, CHI.RICE, COKE MIX,
80092, LAYS / BINGO, DAIRY MILK, PEPSI MIX,
87765, VEG PATTY, LAYS / BINGO,
98815, MASALA DOSA, FRUIT SHAKE,
115845, BUTTER NAAN, KADAI PANEER,
115916, ALOO PARATHA, BUTTER,
116016, CHE SANDWICH, COKE MIX,
77596, FRUIT SHAKE, CHE SANDWICH,
77660, LAYS / BINGO, BRT CAKES,
78150, FRUIT SHAKE, ALOO PARATHA,
81274, VEG PATTY, FRUIT SHAKE,
83043, LAYS / BINGO, FRUIT SHAKE,
89869, VEG PATTY, FRUIT SHAKE,
89909, LAYS / BINGO, FRUIT SHAKE,
93343, LAYS / BINGO, FRUIT SHAKE,
94594, FRUIT SHAKE, CHE SANDWICH,
77489, CHILLI CHICKEN, FRUIT SHAKE,
85268, FRUIT SHAKE, CHE BURGER,
88557, CHILLI CHICKEN, FRUIT SHAKE,
98082, LAYS / BINGO, COKE MIX,
77609, LAYS / BINGO, JAM TREAT, FRUIT SHAKE, CHE SANDWICH, BRT CAKES,
79180, FRUIT SHAKE, ALOO PARATHA,
81160, LAYS / BINGO, BOURBON, FRUIT SHAKE,
81206, LAYS / BINGO, FRUIT SHAKE,
88943, FRUIT SHAKE, BRT CAKES,
89025, COKE CAN, ALOO PARATHA,
90968, PULPY ORANGE, ALOO PARATHA,
93518, LAYS / BINGO, MY CAN, REAL JUICE,
96837, LAYS / BINGO, LITTLE HEARTS, MY CAN,
105989, LAYS / BINGO, BRT. CAKE,
113495, VEG PATTY, FRUIT SHAKE,
74759, BUTTER NAAN, KADAI PANEER, COKE MIX,
95188, PEPSI MIX, CHE SANDWICH,
99906, BUTTER NAAN, KADAI PANEER,
75526, MASALA DOSA, MATKA KULFI,
78884, LAYS / BINGO, BOURBON,
82280, FRIED MAGGI, PULPY ORANGE,
85175, ALOO PARATHA, MY CAN, CHE BURGER,
86347, LAYS / BINGO, LITTLE HEARTS, FIVE STAR@20,
88661, PULPY ORANGE, FRUIT SHAKE,
105362, BUTTER NAAN, CHE SANDWICH,
114180, BUTTER NAAN, CHILLI PANEER,
115196, BUTTER NAAN, KADAI PANEER, FRUIT SHAKE,
86462, VEG PATTY, FRUIT SHAKE,
90203, FRUIT SHAKE, IDLY SAMBHAR,
91774, PLAIN MAGGI, FRUIT SHAKE,
96139, FRUIT SHAKE, ALOO PARATHA,
114036, VEG RICE, CHE SANDWICH,
105023, PLAIN MAGGI, CHI.TANDURY 1/2, BUTTER NAAN, CHILLI PANEER,
105136, PULPY ORANGE, FRUIT SHAKE,
78748, BUTTER NAAN, CHILLI CHICKEN,
114250, BUTTER NAAN, CHILLI CHICKEN,
96611, FRIED MAGGI, CHE SANDWICH,
76044, PLAIN DOSA, ALOO PARATHA,
93560, PLAIN MAGGI, ALOO PARATHA,
100426, ALOO PARATHA, CHE SANDWICH,
75917, BUTTER NAAN, KADAI PANEER,
76833, ALOO PARATHA, BUTTER,
78588, BOURBON, PEPSI MIX,
81921, OREO@30, BRT CAKES,
90428, FRUIT SHAKE, MAKHANIA LASSI,
98885, MAKHANIA LASSI, CHE SANDWICH,
113205, LAYS / BINGO, OREO@30,
77119, BUTTER NAAN, BUTTER NAAN, KADAI PANEER, PULPY ORANGE, CHE SANDWICH,
77120, ICECREAMSHAKE, ALOO PARATHA, MATKA KULFI,
85532, PULPY ORANGE, ALOO PARATHA, MY CAN, ICE,
85612, ICE, COKE MIX,
92622, CHI.PAKODA, MY CAN, CHE BURGER,
92789, SLICE, ICE,
92791, LAYS / BINGO, OREO@15,
99730, ALOO PARATHA, CHE SANDWICH, COKE MIX,
75202, LITTLE HEARTS, PULPY ORANGE,
76348, LITTLE HEARTS, COKE MIX,
77332, CHI.RICE, COKE MIX,
79995, PLAIN MAGGI, ALOO PARATHA, COKE MIX,
83859, BUTTER NAAN, BUTTER CHICKEN,
86753, BUTTER NAAN, D.MILK,
92377, ALOO PARATHA, PANEER FRANKY,
92538, CHOCO PIE, WAFFY,
99352, CHI.RICE, ALOO PARATHA,
102645, CHI.RICE, ALOO PARATHA,
105284, PULPY ORANGE, ALOO PARATHA,
112449, SILK, FRUIT SHAKE, VENDING TOKEN,
112486, BRT. CAKE, BRT. CAKE, OREO@30, FIVE STAR@20, WAFFY,
78888, LAYS / BINGO, PANEER FRANKY,
80149, CHI.RICE, PULPY ORANGE,
80156, ICECREAMSHAKE, CHE BURGER, PANEER FRANKY,
82755, LAYS / BINGO, CHE SANDWICH,
90451, CHI.RICE, PEPSI MIX,
98011, ICECREAMSHAKE, CHE BURGER,
101584, LAYS / BINGO, BOURBON,
91256, VEG RICE, MY CAN,
77046, CHE SANDWICH, COKE MIX,
82626, COKE MIX, PANEER FRANKY,
86760, PEPSI MIX, CHE SANDWICH,
89330, BOURBON, CHE SANDWICH,
92586, CHI.TANDURY 1/2, PLAIN NAAN,
99115, FRUIT SHAKE, CHE SANDWICH,
99204, CHI.TANDURY 1/2, COKE MIX,
100736, CHI.TANDURY 1/2, BUTTER NAAN, COKE MIX,
102562, BUTTER NAAN, BUTTER CHICKEN,
105237, BUTTER NAAN, BUTTER CHICKEN,
109339, CHE SANDWICH, COKE MIX,
110629, BUTTER NAAN, BUTTER CHICKEN,
77439, BUTTER NAAN, BUTTER CHICKEN, PULPY ORANGE,
78791, LAYS / BINGO, WAFFY,
85456, CHE BURGER, COKE MIX,
91602, BUTTER NAAN, BUTTER CHICKEN,
95673, BUTTER NAAN, BUTTER CHICKEN,
97744, PULPY ORANGE, CHE BURGER,
111612, BUTTER NAAN, BUTTER CHICKEN,
78799, LAYS / BINGO, FRUIT SHAKE,
80342, FRUIT SHAKE, COKE MIX,
77403, FRUIT SHAKE, ALOO PARATHA,
80733, FRUIT SHAKE, ALOO PARATHA,
88362, FRUIT SHAKE, ALOO PARATHA,
90554, LAYS / BINGO, FRUIT SHAKE,
102291, FRUIT SHAKE, ALOO PARATHA,
75145, BUTTER NAAN, CHILLI CHICKEN, PEPSI MIX,
76352, BOURBON, LITTLE HEARTS, WAFFY,
77330, MASALA DOSA, CHE SANDWICH,
82329, BUTTER NAAN, KADAI PANEER,
83852, PLAIN MAGGI, PANEER FRANKY,
85659, PLAIN MAGGI, MASALA DOSA,
88248, CHI.RICE, KADAI PANEER, MY CAN,
88250, VEG RICE, PULPY ORANGE, CHE SANDWICH,
89001, FRIED MAGGI, PEPSI MIX,
92701, CHI.RICE, PEPSI MIX, CHE BURGER, PANEER FRANKY,
95678, PLAIN MAGGI, PANEER FRANKY,
97267, ALOO PARATHA, PEPSI MIX,
99559, LAYS / BINGO, PEPSI MIX, CHE SANDWICH,
100607, BUTTER NAAN, KADAI PANEER,
100715, LITTLE HEARTS, DAIRY MILK, FIVE STAR@20,
103178, VEG RICE, SAMBHAR VADA,
105313, PLAIN MAGGI, PANEER FRANKY,
105366, BOURBON, LITTLE HEARTS, FIVE STAR@20,
100603, KADAI PANEER, CHE SANDWICH,
113727, ALOO PARATHA, BUTTER, CHE SANDWICH,
78130, VEG PATTY, FRUIT SHAKE,
94323, FRUIT SHAKE, PANEER FRANKY,
101771, FRUIT SHAKE, ALOO PARATHA,
105185, BUTTER NAAN, BUTTER CHICKEN,
108970, VEG PATTY, FRUIT SHAKE,
109249, BUTTER NAAN, BUTTER CHICKEN,
77318, CHI.RICE, MY CAN,
80104, CHI.RICE, LITTLE HEARTS, COKE CAN,
83733, CHI.RICE, MY CAN,
86824, CHI.RICE, COKE CAN, CHE SANDWICH,
89847, LAYS / BINGO, GOODAY@20, MY CAN, WAFFY,
90496, CHI.RICE, MY CAN,
91443, FRUIT SHAKE, VENDING TOKEN,
91686, FRUIT SHAKE, CURD,
91761, CHI.TANDURY 1/2, MY CAN,
98702, CHI.TANDURY 1/2, COKE CAN,
98745, ICE, CHE SANDWICH,
100797, CHI.RICE, LITTLE HEARTS, PULPY ORANGE, COKE CAN,
102406, CHI.RICE, ICECREAMSHAKE, COKE MIX,
102443, D.MILK, FIVE STAR@20,
105525, FIVE STAR@20, DARK FANTASY, CHE SANDWICH,
105530, PULPY ORANGE, COKE MIX,
109435, CHI.RICE, CHE SANDWICH, COKE MIX,
111014, CHI.RICE, CHE SANDWICH, COKE MIX,
111790, CHI.RICE, CHE SANDWICH, COKE MIX,
112949, CHE BURGER, COKE MIX,
112979, LAYS / BINGO, LITTLE HEARTS,
114144, CHI.TANDURY 1/2, COKE MIX,
